|speaker|utterance|emotion|annotation
5447|Chandler|yes, but, ross you|0|5000000
5448|Monica|what, phoebe, did you whip the potatoes? ross needs lumps!|7|1100120
5449|Phoebe|oh, i'm sorry, oh, i just, i thought we could have them whipped and then add some peas and onions.|2|2030000
5450|Monica|why would we do that?|5|1000031
5451|Phoebe|well, 'cause then they'd be like my mom used to make them, you know, before she died.|2|1040000
5452|Monica|ok, three kinds of potatoes coming up.|0|4100000
5453|Rachel|ok, good-bye you guys. thanks for everything.  oh, sorry! oh, sorry!|7|1120010
5454|Chandler|the most unbelievable thing has happened. underdog has just gotten away.|5|2000030
5455|Joey|the balloon?|0|4000010
5456|Chandler|no, no, the actual cartoon character. of course the balloon. it's all over the news. right before he reached|0|4000001
5457|Rachel|i can't, i gotta go.|0|3020000
5458|Chandler|come on. an 80-foot inflatable dog let loose over the city. how often does that happen?|5|1100030
5459|Phoebe|almost never.|7|2010020
5460|Monica|got the keys?|0|5000000
5462|Monica|what d'you think?|0|5000000
5463|Phoebe|lotsa things.|0|5000000
5464|Rachel|which one do you think she is?|0|5000000
5465|Teacher|may i help you?|0|4000010
5466|Monica|oh, no thanks, we're just here to observe.|0|5000000
5467|Teacher|you don't observe a dance class. you|0|3000101
5468|Rachel|what does she mean?|0|4000010
5469|Phoebe|i think she means  'you|0|5000000
5470|Monica|okay, d'y'see anybody you think could be me?|7|2001110
5471|Teacher|people! last time there were some empty yoghurt containers lying around after class. let's not have that happen again!|7|1000202
5472|Rachel|she could be you.|0|4000010
5473|Teacher|let's get started. five, six, a-five six seven eight...|0|5000000
5474|Monica|okay, i'm not getting this!|4|0000311
5475|Phoebe|i'm totally getting it!|1|0400010
5476|Monica|did you ever feel like sometimes you are just so unbelievably uncoordinated?|7|2020001
5477|Rachel|what? you just click when they click.|5|2000030
5478|Teacher|alright people, now everyone grab a partner.|0|5000000
5479|Phoebe|okay. and, my, dead, mother, says, you, are, it. i'm with rachel.|0|3000200
5480|Monica|great. it's gym class all over again.|6|0020003
5481|Rachel|i'm not crazy, right? i mean, it was never like that.|5|1001030
5482|Barry|nooo, it wasn't.|0|4000001
5483|Rachel|ooh, and it's so nice having this little sink here...|1|1400000
5484|Chandler|oh, ain't this nice? it's so quiet, i could just lie here all day.|1|1300010
5485|Monica|i know|0|5000000
5486|Rachel|open your drapes! open your drapes!|1|1300100
5487|Chandler|i'm so glad we've got adjoining rooms!|1|1400000
5488|Monica|the sun is out!|1|1300010
5489|Chandler|hey! remember when i had corneas?|7|2010110
5490|Monica|ok listen, you go down to the pool and reserve the chairs, and i'll get the magazines and the lotion.|0|4001000
5491|Chandler|ladies? ross's speech is in 45 minutes.|0|5000000
5492|Rachel|nooo!|2|0031100
5493|Monica|damn it!|4|0000500
5494|Ross|walls are pretty thin, guys!|7|1000112
5495|Joey|hi uh, im joey tribbiani and with all do respect id like to donate some fluids.|7|2102000
5496|Receptionist|were actually at the end of one of our research cycles, so were not looking for applicants right now.|0|5000000
5497|Joey|oh thats too bad. ive kinda been saving up.  uh, are you sure theres no studies i can participate in?|2|2030000
5498|Receptionist|well, heres a schedule of whats coming up.|0|5000000
5499|Joey|thanks.  well but this one starts now.|0|3010010
5500|Receptionist|oh that one is available now, but only identical twins are eligible. its a twins study.|0|4000010
5501|Joey|but its $2,000.|5|0020030
5503|Joey|well how about this one? testing the effects of joey tribbiani on attractive nurse receptionists.|0|4100000
5504|Receptionist|we already got the results back on that on, and theyre not good.|7|1011002
5505|Monica|hey! hows it goin?|0|4100000
5506|Phoebe|well, not much has changed in the last five minutes.|0|4010000
5507|Monica|yes it has! i made cookies!|1|0500000
5508|Phoebe|oh thats all right. im still full from your homemade potato chips.|0|4100000
5509|Monica|but you should eat them now because theyre hot from the oven.|7|2200001
5511|Monica|oh-ho! but not in here! cant eat em in bed, remember? no crumbies!|7|2000111
5512|Phoebe|okay, ill be out in a second.|0|5000000
5515|Phoebe|that doesnt lock does it?|0|4000010
5516|Monica|you know, it still smells like monkey in there.|6|0000005
5517|Julie|that saves us a conversation.|0|5000000
5518|Chandler|well, listen, this has been great but i'm officially wiped.|7|2020001
5519|Joey|me too, we should get goin'.|0|3020000
5521|Phoebe|oh. mine does.|0|4000010
5522|Monica|okay, here comes another camera.|0|4100000
5523|Ross|right. no biggie. stay loose.|0|5000000
5524|Ross|why do they keep doing that?|0|4000010
5525|Monica|if we wanna get on camera, i think we have to get up on one of those platforms.|0|4000010
5526|Monica|theyve been taping those people up there all day.|0|4000010
5527|Ross|right.|0|4000010
5528|Ross|hey, whatd you guys do to get up on there?|7|2000120
5529|Monica|oh yeah? well when you learned how to dance did you forget how to put on underpants?|7|2000111
5531|Janine|hey! youre a good dancer!|5|0200030
5533|Janine|yeah, well youd be better if you just loosened your hips a little.|0|4100000
5535|Janine|like this.|0|5000000
5536|Janine|thats it, feel the rhythm. thats better.|0|3200000
5538|Director|okay, youre dancing with that girl over there.|7|2101001
5539|Joey|no-no-no-no-no we came together!|7|1101020
5540|Director|i dont see it.  you are dancing with the tall guy over there. tall guy, raise your hand!|0|5000000
5541|Joey|no-no hey buddy, please let me dance with that girl, i really like her and i think i have a shot.|7|2011010
5542|Director|really, ythink so? i dont..|7|2000111
5543|Rachel|why arent you home yet?!|7|1001210
5544|Monica|is someone there?|7|2002010
5545|Rachel|oh yes, its me! sorry!|0|3001010
5547|Rachel|uh, im just, im just looking out your window. at-at the view. what are you guys doing?|0|3001010
5548|Chandler|we got some|0|5000000
5549|Rachel|oh, he brought her back to his apartment.|0|3001010
5550|Monica|who?  is that your sister?|5|1000040
5551|Rachel|ugh, she|0|3000002
5552|Monica|god, ross is on a date with your sister! how weird is that?!|6|0000023
5553|Rachel|oh my god, look-look hes taking off her clothes!|7|0001022
5554|Chandler|hes taking off her coat!|6|1000013
5555|Rachel|oh, this is just terrible.|6|1000004
5556|Elizabeth|ross! wait!|7|2001110
5557|Ross|elizabeth, thank god! i was just thinking about|7|1201010
5558|Elizabeth|you suck!!|4|0000401
5560|Ross|okay, break-ups still on!|4|0000500
5563|Joey|look, i understand if you came by to hit me, i deserve it.|2|0050000
5564|Ross|no, i dont want to hit you.|0|3000101
5565|Joey|oh what then? kick me?|7|0002012
5567|Ross|my son? pretty serious.  oh hey katie!  what uh, what are you doing here?|5|0000050
5568|Katie|well, the delivery went out to you and i realized they forgot this.|0|4000010
5569|Ross|ah, mustve been fairly obvious since it was the only thing left in your store.|0|3000101
5570|Katie|listen, to be honest, home deliveries are really a part of my job description.|0|5000000
5572|Katie|oh uhi actually came here to ask you out.|3|1103000
5573|Ross|oh! wow! uh, yeah! that sounds great. im just gonna put this  back in my pocket, pretend|1|0400010
5575|Rachel|horny bitch.  no! youre a horny bitch! noooo! youre the horny bitch! no! youre a horny bitch!|4|0000311
5576|Rachel|chandler!! you have the best taste in men!|7|1200020
5577|Chandler|well, like father, like son.|0|5000000
5578|Rachel|patrick and i had such a great time last night! i mean i think this could maybe turn into something serious.|1|1400000
5579|Chandler|really?! i-i thought you werent looking for something serious? i thought you were looking for some kind of a fling.|5|0100040
5580|Rachel|well, y'know, possibly.  you didnt tell him that, though? right?|7|1102010
5581|Chandler|ummmmmmmm, no.|0|5000000
5582|Rachel|you told this guy that i was looking for a fling?! you dont tell the guy that!|7|0100220
5583|Chandler|why not?! id be thrilled if i heard that some hot girl was just looking to getoh i see.|7|2100020
5584|Rachel|oh, between you telling him that i wanted to have a fling and me putting out on the first dateoh, hes so gonna get the wrong idea.|7|2010101
5585|Chandler|alright, so i'm back in high school, i'm standing in the middle of the cafeteria, and i realize i am totally naked.|7|1012010
5586|All|oh, yeah. had that dream.|0|4000010
5587|Chandler|then i look down, and i realize there's a phone... there.|5|2000030
5588|Joey|instead of...?|5|2000030
5590|Joey|never had that dream.|0|3000020
5592|Chandler|all of a sudden, the phone starts to ring.|0|4001000
5593|Monica|and they weren't looking at you before?!|5|0000050
5594|Chandler|finally, i figure i'd better answer it,|0|4001000
5595|Monica|honey! dinners ready!|1|1400000
5596|Joey|whats my little chef got for me tonight?|1|1400000
5597|Monica|your favorite!|1|0500000
5598|Joey|ho-ho-ho,  fried stuff with cheese!|1|0400010
5599|Monica|yep! and lots of it!|1|0500000
5600|Joey|thanks sweetheart. give me a little sugar here.  okay.|1|0500000
5601|Monica|okay, in we go.|1|1400000
5602|Joey|here we go! here we go! here we go!  how you doin?|1|0500000
5603|Monica|something went wrong with underdog, and they couldn't get his head to inflate.|0|3010010
5604|Monica|so anyway, um, his head is like flopping down broadway, right, and i'm just thinking... how inappropriate this is.|7|2010011
5605|Monica|um, i've got something in my eye, uh, joey, could we check it in the light, please?|0|3011000
5608|Monica|hello! were we at the same table? it's like... cocktails in appalachia.|7|0100022
5609|Joey|come on, they're close.|0|5000000
5610|Monica|close? she's got her tongue in his ear.|6|1000004
5611|Joey|oh, like you've never gotten a little rambunctious with ross.|0|5000000
5612|Monica|joey, this is sick, it's disgusting, it's, it'snot really true, is it?|6|0000005
5613|Joey|well, who's to say what's true? i mean...|0|5000000
5614|Monica|oh my god, what were you thinking?|6|0000113
5615|Joey|all right, look, i'm not proud of this, ok? well, maybe i am a little.|0|3200000
5618|Monica|i'm outta here.|6|1000103
5619|Joey|wait, wait, wait. you want him, i want her. he likes you.|0|5000000
5621|Joey|yeah. i'm thinking, if we put our heads together, between the two of us, we can break them up.|0|4000100
5622|Chandler|hello! one marriage please!|1|0500000
5623|Monica|yep, we wanna get married!|1|0500000
5625|Chandler|dum! dum-dum-dum! dum! dum! dum! dum-dum-dum!|1|0400100
5627|Chandler|oh, that's|0|4100000
5628|Monica|no, only because that's the graduation song.|0|4000001
5629|Chandler|okay!  this is it!  we're gonna get married!|1|0400010
5630|Monica|are you sure you wanna do this?|0|3001010
5631|Ross|well, hello, mrs. ross!|1|1400000
5632|Rachel|well, hello, mr. rachel!|1|1400000
5633|Rachel|wait!  okay!|0|3100010
5634|Monica|would you ever be a surrogate for anyone?|0|5000000
5635|Rachel|it depends on who asked.|0|5000000
5636|Monica|what if i asked?|0|4001000
5637|Rachel|oh, mon, sure.|0|3200000
5639|Rachel|yes.  youre not asking are you?|5|1001030
5641|Rachel|yes! totally!|1|1400000
5642|Kathy|oh! thank you! thank you! thank you! yes! thank you!|1|0500000
5643|Rachel|youarenot going to believe it! joshua came into work today, and guess what happened?|1|0300020
5644|Monica|he asked you out?!|5|0100040
5645|Rachel|no. but i was showing him some cufflinks and i felt his pulse.|7|2201000
5646|Monica|saucy!|1|0400010
5647|Rachel|what are these?|0|4000010
5648|Monica|electrical plans for the building.|0|5000000
5649|Rachel|okay, okay, okay should i be scared?|3|1004000
5650|Monica|i know that switch does something, okay?|0|4000100
5651|Monica|so-so i went down to city hall and got these.|0|3100010
5652|Monica|all i had to do was pay $25 and wait in line for three hours.|7|2200010
5653|Rachel|wow! if only more people knew.|5|0100040
5654|Janice|uh-oh-okay. uh-oh-okay. i know what you all are thinking. but chandler is in|0|3002000
5655|Rachel|yeah! no that's what i was thinking.|0|3100010
5656|Janice|so i'm asking you please, take a moment before you judge me.|0|3002000
5657|Phoebe|oh, nobody's judging you.|0|5000000
5658|Janice|oh! okay!  you, mister right place at the right time, call me!|7|0200021
5659|Ross|oh man!|5|0200030
5660|Ross|i want that place so much!!|1|0310010
5661|Ross|i was so sure that was gonna work!|7|0120020
5662|Ross|there's twelve bucks i'll never see again!|6|0020003
5663|Rachel|all right honey, we'd better go if we wanna catch that movie.|0|5000000
5664|Monica|bye!|0|4100000
5666|Phoebe|bye chandler!   i miss you already.|2|0050000
5667|Chandler|okay, did you see that?! with the inappropriate and the pinching!!|6|0000113
5668|Monica|actually, i did!|5|1000040
5669|Chandler|okay, so now do you believe that she's attracted to me?|0|4000100
5670|Monica|ohhh, oh my god! oh my god! she knows about us!|5|0002030
5672|Monica|phoebe knows and she's just trying to freak us out! that's the only explanation for it!|7|1001021
5673|Chandler|okay but what about y'know my pinchable butt and my bulging bicepsshe knows!|7|2101010
5674|Elizabeth|ross, umm, you've been in there for a long time. i'm starting to get kinda freaked out.|3|1004000
5675|Ross|all right, i'm coming out. hey, can you turn the lights off.|0|5000000
5676|Elizabeth|no, let's just leave the lights on.|0|5000000
5678|Monica|you wanna go right now? 'cause i'll take you right now, buddy! you wanna go?|7|1100201
5679|Ross|oh fine.|0|5000000
5680|Monica|ready?  wrestle!|1|1300100
5681|Rachel|okay, y'know what uh, actually, that's great. that helps a lot. thanks.|0|4100000
